order_id,invoice_id,order_date,ship_date,delivery_date,region,channel,customer_type,customer_id,sales_rep,product_name,product_category,quantity,unit_price,discount_pct,tax_pct,sales_amount,cogs,profit,currency,payment_method,status,notes
MD-2603-00126,INV-266744,2026/03/22,2026/03/29,2026-04-14,Midwest,Inside Sales,University,ACCT-2276,P. Singh,Wheelchair Scale,Equipment,52,2839.490,0.1,0.09,152895.2,69534.76,83360.42,USD,Invoice,Charged Back,
MD-2411-00030,INV-656379,"Nov 13, 2024",12/18/2024,,Midwest,Distributor,Lab,ACCT-2234,J. Patel,Portable Defibrillator,Capital Equipment,43,3742.42,0,0.09,175407.23,109153.57,66253.658,PHP,Net 30,Paid,
MD-2506-00043,INV-581992,"Jun 15, 2025",16-Jun-25,"Jun 26, 2025",Midwest,Referral,Imaging Center,ACCT-5890,S. Chen,Sterile Drapes,Consumable,85,2302.4,0.2,0.07,167525.53,127549.7,39975.8,EUR,Invoice,,
MD-2405-00039,INV-644103,07-May-24,2024-05-28,21-Jun-24,West,Distributor,Clinic,ACCT-3526,J. Patel,IV Stand,Equipment,-6,$787.50,0.05,0.1,17610.86,13338.78,4272.083,EUR,Check,Refunded,
MD-2603-00259,INV-734787,03/03/2026,03/15/2026,04-04-2026,Central,Channel Partner,Government,ACCT-8133,K. Johnson,Otoscope Kit,Diagnostic,40,4027.45,0.15,0.09,149257.297,57258.96,91998.34,usd,Credit Card,Overdue,
MD-2404-00147,INV-791838,"Apr 24, 2024","Apr 16, 2024",2024-04-16,Southeast,,Clinic,ACCT-4365,P. Singh,Glucose Meter,Diagnostic,97,2076.81,0.05,0.0,191378.04,69680.91,121697.1,gbp,Check,Overdue,
MD-2407-00117,INV-881828,07-07-2024,07-15-2024,26-Jul-24,East,DistrIbutor,Lab,ACCT-8808,J. Patel,Syringe Pump,Capital Equipment,98.0,"1,537.88",,0.08,,62560.63,67654.741,USD,Credit Card,Refunded,
MD-2410-00216,INV-511346,10/05/2024,09-28-2024,,Northwest,Inside Sales,Retail Pharmacy,ACCT-7086,T. Garcia,,Accessory,-2,3570.1,0.2,0.09,52923.6,19797.59,,GBP,Check,Paid,
MD-2401-00145,INV-557250,30-Jan-24,01-25-2024,01-25-2024,Southeast,Online,Government,ACCT-6237,E. Davis,Glucose Meter,Diagnostic,9,2879.49,0.1,0.09,24010.6,13364.53,"10,646.10",usd,Invoice,Overdue,
MD-2510-00085,INV-264550,"Oct 18, 2025",2025/10/30,2025/11/14,East,Distributor,Lab,ACCT-4850,M. Rivera,Compression Sleeve,Accessory,115,4741.55,$0.00,0.000,545278.2,,"$203,573.39",GBP,Check,Refunded,
MD-2509-00028,INV-836833,28-Sep-25,25-Oct-25,30-Nov-25,North,Referral,Hospital,ACCT-7163,T. Garcia,Syringe Pump,Capital Equipment,78,"4,460.46",0.1,$0.00,"$313,124.29",133885.344,179238.948,EUR,Invoice,Paid,
MD-2406-00238,INV-282973,06-11-2024,06/21/2024,10-Jul-24,Northwest,Distributor,Government,ACCT-8925,T. Garcia,Aspirator Unit,Equipment,27,1682.22,0.3,0.1,31884.8,18193.77,"$13,691.03",php,Credit Card,Charged Back,
MD-2405-00018,INV-591465,05-25-2024,17-May-24,05-17-2024,Northeast,Inside Sales,Retail Pharmacy,ACCT-1423,M. Rivera,Infusion Set,Consumable,102.0,1484.8,0.500,0.07,81028.26,43660.945,37367.32,EUR,Net 30,Pending,
MD-2411-00098,INV-662146,2024/11/19,"Dec 03, 2024",23-Dec-24,Northwest,Distributor,Imaging Center,ACCT-8925,L. Brown,ECG Lead Set,Accessory,20,"2,052.03",0.5,0.07,"$21,956.72",10151.9,11804.81,GBP,Wire,ChArged Back,
MD-2502-00278,INV-838552,02/17/2025,02/08/2025,02-08-2025,Central,Online,Lab,ACCT-8210,L. Brown,Otoscope Kit,Diagnostic,83,"$3,868.12",0.25,0.07,257645.8,92334.1,165311.67,EUR,Credit Card,Overdue,
MD-2508-00193,INV-276578,2025/08/09,2025-08-19,2025-09-01,South,Inside Sales,Private Practice,ACCT-3200,S. Chen,Thermometer Probe,Accessory,96,1015.21,0.20,0.07,83425.9,29429.380,53996.52,php,Net 30,Paid,backordered item
MD-2509-00218,INV-249550,17-Sep-25,"Oct 13, 2025",2025-11-10,Southeast,Online,University,ACCT-8548,L. Brown,Ultrasound Gel,Consumable,-22,3017.9,0.250,0.00,165227.835,115003.92,50223.91,GBP,Net 30,Partially Paid,
MD-2501-00077,INV-992647,"Jan 17, 2025","Jan 08, 2025",2025-01-08,East,Direct,University,ACCT-8605,N. Ahmed,Infusion Set,Consumable,9,1501.660,0.3,0.08,9487.49,3874.02,5613.47,usd,Bank Transfer,Pending,
MD-2402-00162,INV-792956,02-18-2024,"Mar 12, 2024",06-Apr-24,Midwest,Channel Part_er,Private Practice,ACCT-7819,L. Brown,Patient Monitor,Capital Equipment,66,527.34,0.20,$0.08,30071.04,11746.60,18324.44,,Credit C_rd,Charged Back,
MD-2602-00191,INV-420704,2026/02/16,23-Feb-26,2026/03/12,Southwest,Distributor,Lab,ACCT-7131,E. Davis,Compression Sleeve,Accessory,20,"$2,659.06",0,0.07,"56,903.88",29225.47,"27,678.41",USD,Invoice,Refunded,
MD-2409-00246,INV-181242,"Sep 22, 2024",2024/09/26,2024-10-01,So-thwest,Referral,Government,ACCT-6902,K. Johnson,Otoscope Kit,Diagnostic,70,3451.31,0.50,0.1,"$126,835.64","63,466.49",63369.15,PHP,Check,Refunded,
MD-2501-00134,INV-763529,2025/01/28,02-27-2025,04/02/2025,,Channel Partner,Government,ACCT-8361,A- Khan,IV Stand,Equipment,90,1879.82,0.00,0.1,181026.67,,"79,797.18",EUR,,Charged Back,
MD-2501-00155,INV-794391,2025-01-06,01-24-2025,02-17-2025,West,Referral,Clinic,ACCT-8248,T. G-rcia,IV Stand,Equipment,3.0,3102.160,0.50,0.0,4653.24,3312.33,1340.91,eur,ACH,Refunded,
MD-2406-00073,INV-706135,06-19-2024,2023-11-23,07/25/2024,East,Direct,Cl_nic,ACCT-2228,N. Ahmed,Nebulizer Mask,Accessory,45,2626.36,0,0.080,"$127,641.10",87964.36,39676.74,GBP,Wire,Overdue,
MD-2510-00036,INV-485896,2025/10/24,2025/10/24,10-29-2025,Southeast,Distributor,Government,ACCT-2293,T. Garcia,Otoscope Kit,Diagnostic,111,3750.67,0.150,0.07,378647.01,"$152,793.25",225853.76,EUR,Invoice,Charged Back,
MD-2410-00093,INV-827143,"Oct 18, 2024",11/14/2024,"Dec 13, 2024",Northwest,Inside Sales,Lab,ACCT-5533,K. Johnson,Blood Pressure Cuff,Accessory,41,"2,338.30",0.15,0.09,88823.83,"56,274.48",32549.4,PHP,Credit Card,Charged Ba_k,
MD-2410-00131,INV-768387,22-Oct-24,2024/11/07,"Nov 30, 2024",Central,Direct,Imaging Center,ACCT-4193,N. Ahmed,Sterile Drapes,Consumable,,"$3,281.61",$0.00,0.000,"223,149.48",166160.72,"56,988.76",usd,Check,Partially Paid,
MD-2501-00257,INV-489287,"Jan 15, 2025","Feb 08, 2025",07-Mar-25,Southeast,Referral,Private Practice,ACCT-8763,A. Khan,Ultrasound Gel,ConsUmable,38,2517.33,$0.05,0.090,"99,054.42",75217.77,23836.7,,Bank Transfer,Refunded,
MD-2411-00224,INV-841947,"Nov 26, 2024",2024-11-27,"Nov 30, 2024",NortheAst,Referral,Lab,ACCT-4175,N. Ahmed,Pulse Oximeter,Accessory,4,"2,106.37",,0.05,4423.38,"$1,601.09",2822.28,usd,Bank Transfer,Overdue,
MD-2409-00252,INV-981529,09/26/2024,23-Oct-24,11-26-2024,Southeast,Channel Partner,Clinic,ACCT-5706,T. Garcia,Portable Defibrillator,Capital Equipment,82,1681.59,0.35,0.05,94110.2,68464.46,25645.7,USD,Net 30,Ref-nded,
MD-2402-00192,INV-478970,02-29-2024,03-29-2024,05-04-2024,North,Online,Private Practice,ACCT-3644,A. Khan,Specimen Container,Consumable,95,1193.64,0.25,0.00,85046.850,63464.64,21582.2,EUR,Wire,Charged Back,
MD-2412-00123,INV-920347,13-Dec-24,12-25-2024,15-Jan-25,North,Distributor,Government,ACCT-2838,K. Johnson,Infusion Set,ConsumabLe,74,2912.04,0.0,0.09,"234,885.15",94011.18,140873.97,PHP,Bank Transfer,Charged Back,price override
MD-2508-00283,INV-941356,08/01/2025,07-20-2025,07-20-2025,Central,Distributor,Private Practice,ACCT-3975,K. Johnson,Aspirator Unit,Equipment,20,683.38,0.25,0.0,10250.70,3857.42,,EUR,ACH,,
MD-2601-00015,INV-355709,2026/01/18,"Feb 12, 2026","Mar 14, 2026",Northeast,Online,Government,ACCT-5526,N. Ahmed,Sterile Drapes,Consumable,110,1187.430,,0.07,139760.511,101899.59,37860.93,GBP,ACH,Overdue,
MD-2511-00115,INV-587546,11-10-2025,2025-12-01,2025-12-23,Northeast,Referral,Government,ACCT-4787,T. Garcia,Thermometer Probe,Accessory,22.0,299.81,0.1,0.09,,3187.21,3642.76,PHP,Net 30,Overdue,
MD-2510-00188,INV-282055,2025-10-01,2025/10/02,10-12-2025,Mi_west,Referral,Univ_rsity,ACCT-9185,M. Rivera,Nebulizer Mask,Accessory,55,590.41,0.050,0.0,30848.92,"15,527.12","15,321.80",PHP,Invoice,Paid,
MD-2503-00044,INV-829988,28-Mar-25,04/26/2025,2025-05-30,Northwest,Direct,Lab,ACCT-8739,M. Rivera,Glucose Meter,Diagnostic,28,979.500,0.35,0.07,19074.78,14328.98,"$4,745.80",PHP,Check,Paid,
MD-2411-00017,INV-336650,"Nov 07, 2024",2024/10/31,2024/10/31,Southeast,Inside Sales,Clinic,ACCT-4457,L. Brown,ECG Lead Set,Acce_sory,72.0,3672.16,0.5,0.090,144095.56,99428.61,44666.95,PHP,Bank Transfer,Charged Back,
MD-2502-00112,INV-332665,02/10/2025,29-Jan-25,2025-01-29,Central,Channel Partner,Hospital,ACCT-5341,K. Johnson,IV Stand,Equipment,77.0,$90.06,0.00,0.1,7420.0,2617.97,4802.07,USD,Net 30,Overdue,
MD-2503-00152,INV-411762,"Mar 22, 2025",2025/03/22,03/30/2025,Northwest,Channel Partner,Clinic,ACCT-7997,S. Chen,Pulse Oximeter,Accessory,108,4083.400,0.05,0.1,448283.82,208011.2,240272.64,GBP,Check,Charged Back,duplicate review
MD-2503-00185,INV-851589,03-18-2025,2025/04/20,31-May-25,West,Direct,Lab,ACCT-9043,E. Davis,Infusion Set,Consumable,78,2765.54,0.100,0.09,211613.59,92534.035,"119,079.55",EUR,Wire,Refunded,
MD-2411-00118,INV-513296,"Nov 28, 2024",12-15-2024,"Jan 05, 2025",Northwest,Referral,Imaging Center,ACCT-5025,N. Ahmed,Specimen Container,Consumable,52,3728.52,0.50,0.08,104696.84,69067.08,35629.76,PHP,Wire,Partially Paid,
MD-2501-00014,INV-427110,"Jan 12, 2025",01-10-2025,2025/01/18,Northeast,Channel Partner,Clinic,ACCT-2983,P. Singh,ECG Lead Set,Accessory,100,3934.81,$0.10,0.0,354132.9,212066.98,142065.92,PHP,Wire,Partially Paid,
MD-2507-00069,INV-970708,07/17/2025,07/20/2025,07/25/2025,Northeast,Referral,CLinic,ACCT-8265,J. Patel,Wheelchair Scale,Equipment,14,3861.060,0,0.0,54054.840,19197.116,34857.72,USD,Bank TransFer,Refunded,
MD-2405-00120,INV-737517,2024/05/14,05/14/2024,05/15/2024,Northwest,Inside Sales,Government,ACCT-4401,A. Khan,Thermometer Probe,Acces-ory,2,"$2,207.98",0.25,0.09,3610.05,2516.94,1093.1,GBP,ACH,Paid,
MD-2501-00268,INV-292864,01-26-2025,15-Feb-25,,South,Direct,Government,ACCT-4993,A. Khan,Sterile Drapes,Consumable,-3,3060.72,0.1,0.08,354027.36,184914.87,169112.490,eur,Net 30,Charged Back,
MD-2504-00182,INV-563143,04/23/2025,08-May-25,05-30-2025,South,Channel Partner,Government,ACCT-2168,K. J-hnson,Otoscope Kit,Diagnostic,103,2394.24,0.1,0.08,239701.73,86443.35,153258.38,usd,Net 30,Refunded,
MD-2407-00090,INV-331942,07/07/2024,07-28-2024,20-Aug-24,Midwest,Channel Partner,Hospital,ACCT-4937,P. Singh,Aspira_or Unit,Equipment,21,2003.48,0.35,0.08,29535.302,11505.08,18030.221,php,Check,Partially Paid,
MD-2411-00059,INV-725397,11/16/2024,"Nov 11, 2024",2024/11/11,Northeast,Referral,Private Practice,ACCT-3298,J. Patel,IV stand,Equipment,15,888.42,0.000,0.1,14525.67,7510.339,"7,015.33",USD,Net 30,Refunded,
MD-2403-00220,INV-766566,03/04/2024,2024-03-15,04/02/2024,South,Referral,Lab,ACCT-1880,M. Rivera,Glucose Meter,Diagnostic,28,270.9,0,0.08,8192.621,3818.05,4374.6,GBP,Check,Partially Paid,
MD-2503-00081,INV-114760,15-Mar-25,"Mar 28, 2025",04/17/2025,North,Distributor,Government,ACCT-6015,J- Patel,Glucose Meter,Diagnostic,50,34.36,0.35,0.1,1172.54,778.78,393.76,USD,Wire,Paid,
MD-2403-00187,INV-807835,"Mar 20, 2024",04/19/2024,2024/05/20,North,Referral,Clinic,ACCT-1858,P. SIngh,Thermometer Probe,Accessory,20,2121.87,0.00,0.05,"44,559.27",29284.23,15275.04,USD,Credit Card,Overdue,
MD-2407-00122,INV-904291,2024-07-25,2024-08-26,10-02-2024,Midwest,Channel Partner,Lab,ACCT-8849,E. Davis,Thermometer Probe,Accessory,102,336.8,0.100,0.09,33700.88,19765.47,13935.41,,Check,Ov-rdue,
MD-2403-00251,INV-871250,"Mar 21, 2024",04-25-2024,2024-06-03,,Direct,University,ACCT-1583,A. Khan,Pulse Oximeter,Accessory,42,762.41,0.1,0.07,29123.3,"$15,871.89",13251.4,,Credit Card,Charged Back,
MD-2602-00057,INV-659054,2026/02/26,2026-03-01,2026-03-10,South,Channel Partner,Lab,ACCT-9199,,Infusion Set,Consumable,83,"2,945.50",0.50,0.080,"132,017.31",101089.5,30927.855,PHP,Credit Card,Paid,duplicate review
MD-2406-00033,INV-349068,2024/06/15,"Jun 14, 2024",23-Jun-24,Southeast,Inside Sales,Imaging Center,ACCT-7256,N. Ahmed,Infusion Set,Consumable,93,2107.58,0.2,$0.07,167780.23,107519.62,60260.61,USD,Check,Pending,
MD-2601-00176,INV-575976,2026-01-16,2026/01/21,01-30-2026,North,Inside Sales,Imaging Center,ACCT-1712,S. C_en,Syringe Pump,Capital Equipment,89,"3,256.99",0.5,0.07,155081.58,"99,669.78",55411.80,php,,Charged Back,
MD-2407-00244,INV-464699,2024-07-29,"Aug 10, 2024",25-Aug-24,Central,Direct,Retail Pharmacy,ACCT-1935,M. Rivera,Specimen Container,Consumable,-25,262.22,0.1,0.00,16283.86,9491.312,6792.55,USD,Wire,Pending,
MD-2512-00064,INV-157219,12/08/2025,2025/11/27,2025/11/27,South,Direct,University,ACCT-7895,K. Johnson,Blood Pressure Cuff,,67.0,2917.97,0.05,0.080,-200587.09,95696.71,104890.38,EUR,Check,Paid,
MD-2503-00211,INV-865263,03-28-2025,2025/03/30,07-Apr-25,East,Distributor,Private Practice,ACCT-3955,L. Brown,Thermometer Probe,Accessory,27,2797.01,0.200,0.05,"63,436.19",34369.98,,eur,INvoice,Paid,
MD-2503-00222,INV-791646,03-14-2025,03-25-2025,,Central,Direct,,ACCT-7738,M. Rivera,Compression Sleeve,Accessory,,790.80,0.200,0.08,52610.342,24861.649,"27,748.69",USD,Invoice,Charged Back,
MD-2603-00239,INV-164934,"Mar 01, 2026",04-Apr-26,2026-05-12,North,Online,Private Practice,ACCT-7187,J. Patel,ECG Lead Set,Accessory,116.0,"4,229.06",0.2,0.08,"423,853.31",316458.0,107395.28,USD,Bank Transfer,Refunded,
MD-2405-00092,INV-933635,05-19-2024,06-23-2024,04-Aug-24,North,Direct,University,ACCT-9397,J. Patel,Compression Sleeve,Accessory,38,4609.12,0,0.07,187406.819,120171.7,67235.14,usd,Check,Pending,
MD-2408-00139,INV-419644,08/11/2024,08-07-2024,2024/08/09,,Inside Sales,Retail Pharmacy,ACCT-8607,A. Khan,IV Stand,Equi-ment,31,3112.9,0.00,0.0,96499.9,53683.54,42816.36,PHP,Credit Card,PartiaLly Paid,
MD-2401-00260,INV-829283,01-14-2024,09-Feb-24,11-Mar-24,North,Referral,Imaging Center,ACCT-9938,M. Rivera,Patient Monitor,Capital Equipment,83,1328.470,0.25,0.08,89313.04,32946.19,56366.84,,Invoice,Charged Back,
MD-2508-00061,INV-787757,08/09/2025,18-Nov-23,08/28/2025,West,Distributor,Imaging Center,ACCT-7786,T. Garcia,ECG Lead Set,Accessory,18,4621.750,0.2,0.00,,51696.47,14856.73,EUR,Wire,Partially Paid,split shipment
MD-2401-00232,INV-596846,"Jan 22, 2024",2024-01-21,2024/01/25,West,Direct,Lab,ACCT-3401,M. Rivera,Pulse Oximeter,Accessory,22,3264.02,0.000,0.09,78271.20,39246.88,39024.3,GBP,Net 30,Paid,
MD-2404-00095,INV-494956,04-15-2024,2024/05/18,29-Jun-24,Northwest,Channel Partner,Lab,ACCT-6653,E. Davis,Thermometer ProBe,Accessory,107,"3,564.26",0.50,0.09,207849.82,123705.74,84144.079,USD,ACH,,
MD-2601-00111,INV-287588,"Jan 12, 2026",01-14-2026,"Jan 25, 2026",Northeast,Channel Partner,Retail Pharmacy,ACCT-3955,N. Ahmed,Nebulizer Mask,Accessory,25,936.66,0.05,0.090,24247.79,15006.707,9241.08,GBP,ACH,Overdue,
MD-2408-00062,INV-656657,2024/08/04,23-Aug-24,09-16-2024,,,Retail Pharmacy,ACCT-3161,L. Brown,Sterile Drapes,Consumable,107,"1,369.84",0.350,0.09,103846.89,"42,177.99",61668.9,USD,Credit Card,,manual entry
MD-2408-00094,INV-255852,05-Aug-24,2024/07/26,07/26/2024,Northwest,Inside Sales,University,ACCT-3717,N. Ahmed,Thermometer Probe,Accessory,70,4292.4,$0.35,0.08,"210,928.54",133133.98,"77,794.56",GBP,Net 30,Paid,
MD-2509-00067,INV-357034,09/29/2025,2025-10-02,2025/10/13,North,Referral,Hospital,ACCT-6038,M. Rivera,Otoscope Kit,Diagnostic,76,"$4,665.25",0.05,0.09,367145.845,248560.44,118585.408,GBP,Bank Transfer,Partially Paid,
MD-2508-00100,INV-702833,2025-08-19,29-Aug-25,09/14/2025,Northeast,Channel Partner,Government,ACCT-5098,E. Davis,Thermometer Probe,Accessory,29,2915.3,,$0.08,-86740.94,65036.36,21704.58,USD,ACH,Paid,
MD-2401-00148,INV-294118,2024/01/05,02-08-2024,2024-03-15,East,Inside Sales,Clinic,ACCT-8633,M. Rivera,Blood Pressure Cuff,Accessory,118,2426.090,0.250,0.07,229738.59,149375.38,"80,363.21",EUR,Credit Card,,
MD-2412-00271,INV-767331,2024-12-08,"Dec 25, 2024",01/14/2025,East,Direct,Hospital,ACCT-8731,,ECG Lead Set,Accessory,50.0,2789.8,0.200,0.08,"120,519.36",63444.565,57074.79,usd,Credit Card,Pending,
MD-2406-00103,INV-923481,2024/06/29,13-Jul-24,04-Aug-24,Southwest,Direct,Government,ACCT-8370,K. Johnson,Ultrasound Gel,Consumable,115,4078.88,0.35,0.1,332336.95,219289.5,113047.42,USD,ACH,Paid,
MD-2601-00254,INV-929783,2026/01/20,2026-01-23,,Central,Referral,Clinic,ACCT-7565,J. Patel,Patient Monitor,Capital Equipment,109,,0.35,0.0,7644.72,"$4,324.19",3320.5,GBP,Invoice,Paid,price override
MD-2403-00133,INV-100909,2024-03-15,03-07-2024,2024/03/09,Central,Inside Sales,Imaging Center,ACCT-2148,N. Ahmed,Thermometer Probe,Accessory,100,2146.88,0.25,$0.05,169066.8,106635.86,62430.943,USD,ACH,Pending,
MD-2501-00048,INV-512151,"Jan 19, 2025",01/12/2025,01-14-2025,West,Online,Retail Pharmacy,ACCT-5055,E. Davis,Ultrasound Gel,Consumable,84,4131.05,0,,"364,358.61","$283,078.99",,PHP,Bank Transfer,Pending,
MD-2505-00106,INV-107568,"May 18, 2025",05-Jun-25,06/28/2025,Northeast,Distributor,Retail Pharmacy,ACCT-2297,T. Garcia,Syringe Pump,Capital Equipment,99,2072.9,0.10,0.09,-201319.92,"90,477.72","$110,842.19",EUR,Check,Pending,
MD-2409-00050,INV-969695,09/18/2024,2024-09-19,26-Sep-24,Northeast,Direct,Lab,ACCT-6455,,Pulse Oximeter,Accessory,119,2165.58,0.15,0.00,219048.42,127118.9,91929.52,GBP,Net 30,Refunded,
MD-2403-00213,INV-545901,03/27/2024,03-17-2024,03-17-2024,Central,Direct,University,ACCT-2251,A. Khan,Ultrasound Gel,Consumable,23,2064.27,0.15,$0.09,43988.562,18826.54,"25,162.02",USD,ACH,Refunded,
MD-2407-00282,INV-813447,07/29/2024,08/10/2024,2024-09-01,Southeast,Online,Clinic,ACCT-5182,N. Ahmed,ECG Lea_ Set,Accessory,12,"$4,652.74",0.35,0.09,"39,557.60",26169.05,13388.55,,Net 30,Paid,duplicate review
MD-2505-00143,INV-567636,05-May-25,2025-04-25,25-Apr-25,North,Channel Partner,Government,ACCT-8298,M. Rivera,Compression Sleeve,Accessory,-7,1487.100,0.2,0.090,19451.268,,5610.19,EUR,Credit Card,Charged Back,
MD-2404-00107,INV-115440,2024/04/14,04/20/2024,01-May-24,Northeast,Online,University,ACCT-3393,A. Khan,Ultrasound Gel,Consumable,92,,0,0.05,203936.124,79287.25,124648.88,USD,Invoice,Pending,
MD-2511-00195,INV-344903,"Nov 07, 2025",2025/11/07,2025/11/08,Northwest,Inside Sales,Clinic,ACCT-4196,J. Patel,Sterile Drapes,Consumable,3,3046.5,0,0.07,9779.361,"$6,273.55",3505.81,USD,Wire,Charge_ Back,
MD-2411-00124,INV-790995,11-14-2024,04-Nov-24,,Northwest,Distributor,Government,ACCT-2927,L. Brown,Pulse Oximeter,Accessory,43.0,2247.4,0.00,0.00,"$96,638.20",55455.68,41182.52,USD,Wire,Paid,
MD-2506-00275,INV-158693,2025/06/03,"May 26, 2025","May 26, 2025",West,Distributor,Lab,ACCT-3907,A. Khan,Compression Sleeve,Accessory,69,"4,065.55",0.35,0.00,182339.92,139907.23,42432.686,usd,Wire,Refunded,
MD-2507-00006,INV-161483,07/07/2025,2023-12-12,2025-06-25,Northeast,Inside Sales,Imaging Center,ACCT-1958,P. Singh,Portable Defibrillator,Capital Equipment,22,"$1,957.91",0.2,0.05,"$33,920.79","$24,484.02",9436.78,GBP,C_eck,Partially Paid,
MD-2405-00197,INV-955793,09-May-24,05/30/2024,2024/06/30,Southeast,Referral,Hospital,ACCT-3022,L. Brown,Portable Defibrillator,Capital Equipment,14,1904.76,0.35,0.08,"18,719.98",9095.07,9624.91,USD,Invoice,Refunded,
MD-2501-00215,INV-978116,"Jan 21, 2025",02/24/2025,2025-03-31,East,DireCt,Imaging Center,ACCT-5907,E. Davis,Specimen Container,Consumable,48,,0,0.1,-123.45,5411.32,8764.78,GBP,Net 30,,
MD-2407-00004,INV-612340,2024-07-22,2024-07-19,22-Jul-24,Central,Channel Partner,Imaging Center,ACCT-9727,J. Patel,Infusion Set,Consumable,70.0,4577.4,0.35,0.00,208269.88,126533.57,81736.31,GBP,Bank Transfer,Partially Paid,
MD-2402-00228,INV-890303,10-Feb-24,2024/02/19,2024-02-29,Southwest,Direct,Imaging Center,ACCT-2989,K. Johnson,Pulse Oximeter,Accessory,61,467.43,0.20,$0.07,-24407.32,11425.3,12982.02,USD,Invoice,Ove_due,
MD-2603-00056,INV-691240,03/11/2026,"Mar 14, 2026","Mar 23, 2026",East,Referral,Imaging Center,ACCT-2133,T. Garcia,Nebulizer Mask,Accessory,36,3921.380,0.2,0.1,120841.2,48212.25,72629.0,USD,Net 30,Partially Paid,split shipment
MD-2510-00258,INV-207978,10-01-2025,10/14/2025,01-Nov-25,East,Channel Partner,University,ACCT-5542,P. Singh,Compression Sleeve,Accessory,70,"3,083.98",0.05,0.0,205084.67,124042.35,"$81,042.32",EUR,ACH,Paid,
MD-2503-00113,INV-143182,02-Mar-25,"Feb 25, 2025","Feb 25, 2025",East,Distrib_tor,Clinic,ACCT-7460,J. Patel,,Capital Equipment,82,3734.28,0.20,0.00,244968.8,117843.9,127124.86,gbp,Check,Refunded,
MD-2405-00200,INV-834781,2024-05-08,2024/05/02,"May 02, 2024",Southwest,Direct,Clinic,ACCT-2922,J. Patel,Pulse Ox-meter,Accessory,-20,4363.7,0.35,,273997.98,143655.0,130342.997,EUR,Wire,Partially Paid,
MD-2407-00207,INV-238722,2024/07/22,2024-08-09,29-Aug-24,West,Channel Partner,Retail Pharmacy,ACCT-4791,S. Chen,Aspirator Unit,Equipment,79,879.53,0.500,0.05,"$36,478.51","$16,365.54","$20,112.96",USD,Net 30,Pending,
MD-2602-00057,INV-447704,2026/02/26,2026-03-01,2026-03-10,South,Channel Partner,Lab,ACCT-9199,,Infusion Set,Consumable,83,"2,945.50",0.50,0.080,"132,017.31",101089.5,30927.855,PHP,Credit Card,Paid,
MD-2401-00178,INV-170825,"Jan 27, 2024",02/13/2024,"Mar 10, 2024",East,Inside Sales,Private Practice,ACCT-1991,J. Patel,Sterile Drapes,Consumable,76,933.60,0.00,0.00,70953.600,,27961.0,USD,Invoice,Refunded,
