order_id,invoice_id,order_date,ship_date,delivery_date,region,channel,customer_type,customer_id,sales_rep,product_name,product_category,quantity,unit_price,discount_pct,tax_pct,sales_amount,cogs,profit,currency,payment_method,status,notes
MD-2506-00210,INV-929026,2025-06-30,07-03-2025,07/11/2025,,Online,University,ACCT-9999,L. Brown,Patient Monitor,Capital Equipment,82.0,721.29,0.10,0.05,55892.8,26062.07,29830.69,USD,Wire,Charged Back,
MD-2511-00127,INV-814622,07-Nov-25,04-Nov-25,"Nov 09, 2025",Central,Referral,Clinic,ACCT-9362,T. Garcia,Compression Sleeve,Accessory,38,1879.24,0.50,0.08,38562.005,16741.18,21820.825,GBP,Bank Transfer,Refunded,
MD-2407-00007,INV-888387,2024-07-28,2024-08-27,2024/10/02,Northwest,Direct,Private Practice,ACCT-5002,K. Johnson,Portable Defibrillator,Capital Equipment,34,1907.02,0.1,0.08,"$63,023.20",30626.51,32396.68,PHP,Net 30,Overdue,price override
MD-2512-00071,INV-297377,2025/12/15,"Dec 25, 2025",14-Jan-26,East,,Imaging CeNter,ACCT-6582,J. Patel,,Capital Equipment,91,3366.29,0.5,0.09,166951.153,68634.28,98316.868,usd,Bank Transfer,Charged Back,
MD-2503-00280,INV-170369,03-23-2025,2025-03-13,"Mar 13, 2025",South,Channel Partner,Clinic,ACCT-4127,M. Rivera,Sterile Drapes,Consumable,102,"$2,591.82",0.1,0.09,259342.7,127989.15,131353.55,USD,,Overdue,
MD-2502-00040,INV-313933,19-Feb-25,"Feb 26, 2025",03/13/2025,Midwest,Online,University,ACCT-4960,E. Davis,Pulse Oximeter,Accessory,89,298.86,0.25,0.08,21544.82,12026.92,"9,517.90",gbp,Net 30,Refunded,
MD-2512-00141,INV-815551,"Dec 14, 2025",12/11/2025,2025/12/16,Midwest,Direct,Lab,ACCT-6503,T. Garcia,Ultrasound Gel,Consumable,112,989.980,0.0,0.07,118639.20,62773.28,"55,865.92",USD,Credit Card,Pending,
MD-2412-00063,INV-207402,2024-12-17,12-Dec-24,14-Dec-24,Central,Distributor,,ACCT-3688,E. Davis,Ultrasound Gel,Consumable,62.0,351.13,0.20,0.00,17416.05,11568.23,5847.817,USD,Credit Card,Charged Back,
MD-2401-00011,INV-760356,"Jan 26, 2024",01/16/2024,01-16-2024,Northeast,Referral,Clinic,ACCT-9486,E. Davis,Glucose Meter,Diagnostic,79,4080.54,0,0.08,348151.7,183897.07,164254.6,PHP,ACH,Charged Back,
MD-2404-00114,INV-125382,01-Apr-24,03/27/2024,29-Mar-24,Northwest,Channel Partner,Lab,ACCT-2405,M. Rivera,Specimen Container,Consumable,47,1679.7,0.15,0.070,71801.30,43466.15,"28,335.15",USD,Check,Charged Back,typo in region
MD-2407-00282,INV-227615,07/29/2024,08/10/2024,2024-09-01,Southeast,Online,Clinic,ACCT-5182,N. Ahmed,ECG Lea_ Set,Accessory,12,"$4,652.74",0.35,0.09,"39,557.60",26169.05,13388.55,,Net 30,Paid,
MD-2407-00065,INV-865416,07/27/2024,2024-07-24,07/30/2024,South,Channel Partner,Private Practice,ACCT-1185,J. Patel,Sterile Drapes,Consumable,51,2819.86,0,$0.07,153879.76,100088.11,53791.651,USD,Check,Partially Paid,priority customer
MD-2406-00022,INV-583550,06-28-2024,21-Jun-24,2024/06/24,Central,Inside Sales,Privat- Practice,ACCT-7951,L. Brown,Nebulizer Mask,Accessory,80,3282.85,0.25,,214698.39,88357.108,,PHP,Check,Overdue,rebate applied
MD-2501-00146,INV-916639,2025/01/06,2024/12/31,03-Jan-25,East,Distributor,Clinic,ACCT-2909,J. Patel,Otoscope Kit,Diagnostic,106,700.12,0.00,0.09,,38100.85,"42,791.02",USD,Net 30,Paid,
MD-2512-00158,INV-684056,2025-12-10,2025-12-23,09-Jan-26,West,Channel Partner,Hospi_al,ACCT-7466,K. Johnson,Neb-lizer Mask,Accessory,91,"$2,038.72",0.5,0.070,99255.08,37857.27,61397.81,USD,ACH,Partially Paid,
MD-2601-00247,INV-702343,01-13-2026,"Jan 10, 2026",01-14-2026,Northeast,Channel Partner,Imaging Center,ACCT-5801,S. Chen,Pulse Oximeter,Accessory,10,4601.900,0.05,0.090,"$47,652.67",26995.4,"$20,657.28",EUR,ACH,Pending,
MD-2506-00205,INV-471083,2025-06-11,2025-06-01,01-Jun-25,,Inside Sales,Private Practice,ACCT-1113,J. Patel,Glucose Meter,Diagnostic,8,1715.30,0.5,0.08,7410.096,"3,640.41",3769.68,php,Bank Transfer,Refunded,
MD-2504-00209,INV-275044,"Apr 04, 2025",02-May-25,06-01-2025,East,Direct,Retail Pharmacy,ACCT-9412,M. Rivera,Specimen Container,Consumable,9.0,"2,323.75",0.35,0.09,14817.39,10225.2,4592.197,GBP,Invoice,Partially Paid,
MD-2501-00189,INV-895807,2025-01-26,15-Feb-25,03/11/2025,Northeast,Direct,Lab,ACCT-1621,S. Chen,Aspirator Unit,Equipment,76,3385.76,0.0,0.05,270183.65,97028.83,,USD,Bank Transfer,Charged Back,
MD-2401-00217,INV-836789,01-09-2024,2024-01-19,03-Feb-24,Northeast,Channel Partner,Retail Pharmacy,ACCT-1612,L. Brown,Nebulizer Mask,Accessory,65,945.10,0.2,0.07,52585.4,40425.3,12160.06,USD,Bank Transfer,Refund_d,
MD-2503-00027,INV-820184,2025/03/01,2025-04-04,2025-05-10,South,Referral,Hospital,ACCT-6400,M. Rivera,Sterile Drapes,Consumable,55,1508.36,$0.10,0.1,"79,890.29",60720.2,19170.09,GBP,Invoice,Refunded,
MD-2509-00099,INV-502995,2025/09/06,"Sep 21, 2025",10-08-2025,Southwest,Direct,Imaging Center,ACCT-9489,L. Brown,Pulse Oximeter,Accessory,34,1073.84,0,$0.09,39796.51,14574.867,25221.64,USD,Wire,Partially Paid,
MD-2407-00035,INV-632280,"Jul 10, 2024",2024-08-09,2024/09/10,Sout-east,Direct,Lab,ACCT-6447,J. Pa-el,Aspirator Unit,Equipment,47,336.05,$0.35,0.09,11190.297,6357.78,"$4,832.52",usd,Net 30,Partially Paid,
MD-2507-00242,INV-676239,07/19/2025,12-10-2023,2025/08/25,South,Online,Hospital,ACCT-1164,S. Chen,Nebulizer Mask,Accessory,99,"$1,818.17",$0.00,0.080,194398.74,126665.41,67733.33,USD,ACH,Paid,
MD-2408-00091,INV-175623,08-03-2024,09-02-2024,10/06/2024,North,Di-ect,Lab,ACCT-8391,,Specimen Container,Consumable,107,509.6,0.35,$0.08,38278.09,"$24,039.46",14238.64,USD,ACH,Paid,
MD-2412-00137,INV-130477,2024/12/08,"Jan 04, 2025",2025-02-08,South,Channel Partner,University,ACCT-4731,M. Rivera,Patient Monitor,Capital Eq_ipment,14,"3,557.12",0.35,0.05,33988.282,14205.729,"19,782.55",USD,Bank Transfer,Paid,manual entry
MD-2407-00088,INV-698357,07-01-2024,07-21-2024,2024/08/19,Southwest,,PRivate Practice,ACCT-3636,L. Brown,SteriLe Drapes,Consumable,91,564.6,0.15,0.09,47598.900,26491.6,21107.3,PHP,ACH,Charged Back,
MD-2509-00184,INV-597840,2025-09-14,08-Oct-25,"Nov 08, 2025",Southeast,Distributor,Hospital,ACCT-1439,J. Patel,Nebulizer Mask,Accessory,27,4554.340,,0.09,134034.23,69183.984,64850.24,eur,Credit Card,Pending,
MD-2511-00038,INV-834233,11-14-2025,11/24/2025,06-Dec-25,Southwest,Distributor,University,ACCT-3126,P. Singh,Compression Sleeve,Accessory,70,1402.2,0.10,0.05,"$92,758.84",60857.025,31901.8,gbp,Bank Transfer,Partially Paid,
MD-2405-00068,INV-385166,05/13/2024,2024-05-16,05/24/2024,East,Distributor,University,ACCT-4401,E. Davis,Thermometer Probe,Accessory,109,"$1,520.26",0.2,0.07,"$141,846.34",69045.81,72800.53,PHP,Invoice,Refunded,
MD-2511-00219,INV-210412,29-Nov-25,2025/11/19,11/19/2025,Northwest,Inside Sales,University,ACCT-8616,M. Rivera,Patient Monitor,Capital Equipment,95,3797.35,0.35,0.0,234486.36,97654.603,136831.76,usd,Bank Transfer,Paid,
MD-2505-00267,INV-807784,16-May-25,2023/12/26,"Jun 25, 2025",Central,Direct,Hospital,ACCT-1599,N. Ahmed,Patient Monitor,Capital Equipment,114,2881.58,0.15,0.07,298770.86,159260.43,139510.43,GBP,Credit Card,Charged Back,
MD-2602-00170,INV-487538,"Feb 03, 2026",01-Feb-26,2026-02-08,Southwest,Online,Private Practice,ACCT-1797,L. Brown,Otoscope Kit,Diagnostic,118,4569.320,0.5,0.1,291157.07,115718.79,175438.280,GBP,Bank Transfer,Refunded,
MD-2407-00262,INV-692487,14-Jul-24,2024/08/18,09/25/2024,West,Online,Clinic,ACCT-6715,N. Ahmed,,Equipment,7,"1,828.14",0.1,0.05,12093.15,5683.23,"6,409.92",GBP,Wire,Pending,
MD-2403-00154,INV-194693,2024/03/26,04-03-2024,04/21/2024,West,Direct,Government,ACCT-3003,K. Johnson,IV Stand,Equipment,-16,316.43,0.2,0.070,30065.91,19206.7,10859.2,USD,ACH,Overdue,
MD-2401-00183,INV-640882,"Jan 13, 2024","Jan 31, 2024",2024/02/27,Southeast,Distributor,Retail Pharmacy,ACCT-1493,K. Johnson,Ultrasound Gel,Consumable,111,"1,915.26",0.050,0.05,212062.38,117484.35,94578.03,GBP,Bank Transfer,,
MD-2507-00237,INV-122709,07/13/2025,07/17/2025,07-31-2025,West,Channel Partner,Government,ACCT-9076,K. Johnson,Wheelchair Scale,Equipment,,3163.270,0.0,,375796.48,155161.08,220635.39,USD,Net 30,,
MD-2409-00024,INV-769567,27-Sep-24,2024-10-19,11-12-2024,West,Channel Partner,Clinic,ACCT-5951,T. Garcia,Wheelchair Scale,Equipment,48,3233.5,0.1,0.09,152259.048,78236.94,"74,022.11",USD,Check,Paid,
MD-2601-00051,INV-877259,01/09/2026,2026-01-27,20-Feb-26,Southwest,Inside Sales,Lab,ACCT-9180,N. Ahmed,Blood Pressure Cuff,Accessory,48,"1,510.27",0,0.09,79017.33,57015.5,22001.86,PHP,Check,Refunded,refund processed
MD-2505-00020,INV-243139,2025-05-09,27-May-25,2025/06/18,Midwest,Direct,Imaging Center,ACCT-8935,K. Johnson,Wheelchair Scale,Equipment,71.0,704.550,0.05,0.090,51798.87,29449.914,22348.95,PHP,Wire,Paid,
MD-2408-00284,INV-662799,2024/08/16,08/09/2024,"Aug 09, 2024",North,Online,University,ACCT-2579,E. Davis,Pulse Oximeter,Accessory,15.0,4650.28,0.25,0.08,56500.90,40575.58,15925.32,PHP,Net 30,Partially Paid,
MD-2506-00159,INV-789354,06-13-2025,2025/06/21,2025-07-06,West,Direct,Imaging Center,ACCT-9108,A. Khan,Infusion Set,Consumable,41.0,3540.13,0.25,0.05,114301.95,67317.0,46984.94,PHP,,Partially Paid,
MD-2507-00102,INV-832162,"Jul 07, 2025",2025/06/27,27-Jun-25,N_rth,Online,Private Practice,ACCT-8722,P. Singh,Otoscope Kit,Diagnostic,51,4131.600,0.0,0.08,227568.53,175204.58,52363.95,GBP,ACH,Charged Back,
MD-2511-00219,INV-210412,29-Nov-25,2025/11/19,11/19/2025,Northwest,Inside Sales,University,ACCT-8616,M. Rivera,Patient Monitor,Capital Equipment,95,3797.35,0.35,0.0,234486.36,97654.603,136831.76,usd,Bank Transfer,Paid,
MD-2406-00138,INV-679606,06/24/2024,2024-07-03,2024/07/16,Southwest,Channel Partner,Hospital,ACCT-5041,S. Chen,IV Stand,Equipment,,762.7,$0.50,0.050,31232.57,,12537.0,PHP,ACH,Paid,
MD-2502-00248,INV-185465,2025/02/21,2025/03/24,"May 04, 2025",East,Distributor,Hospital,ACCT-8698,M. Rivera,Ultrasound Gel,Consumable,78,1258.22,0.1,0.07,94509.937,45832.9,48677.05,usd,Check,Paid,
MD-2505-00194,INV-143892,2025-05-04,05/23/2025,"Jun 13, 2025",North,Online,University,ACCT-6620,K. Johnson,Syringe Pump,Capita- Equipment,,1285.99,0.000,0.09,11213.83,,"3,483.48",PHP,Bank Transfer,Charged Back,
MD-2508-00076,INV-530849,25-Aug-25,2025/09/19,10-16-2025,Southeast,Distributor,Retail Pharmacy,ACCT-8785,,ECG Lead Set,Accessory,73,"$3,744.46",0.1,0.09,268152.01,195337.584,72814.43,EUR,Credit Card,Refunded,
MD-2410-00144,INV-417960,2024/10/22,"Oct 20, 2024",25-Oct-24,South,Inside Sales,Government,ACCT-3243,S. Chen,,Consumable,18,4012.4,0.500,,,14869.60,21242.27,EUR,Wire,,
MD-2501-00014,INV-959860,"Jan 12, 2025",01-10-2025,2025/01/18,Northeast,Channel Partner,Clinic,ACCT-2983,P. Singh,ECG Lead Set,Accessory,100,3934.81,$0.10,0.0,354132.9,212066.98,142065.92,PHP,Wire,Partially Paid,manual entry
MD-2410-00264,INV-649543,10/02/2024,"Oct 26, 2024",11/26/2024,East,Direct,Private Practice,ACCT-3708,E. Davis,Syringe Pump,Capital Equipment,21,2464.43,0.1,0.09,50769.722,38841.443,11928.28,PHP,Bank Transfer,Refunded,
MD-2401-00130,INV-283919,15-Jan-24,02-19-2024,03/27/2024,Southeast,Direct,Private Practice,ACCT-9125,T. Garcia,Infusion Set,Consumable,117,2845.4,0,$0.08,"359,544.74",183008.180,176536.56,GBP,Wire,Pending,
MD-2408-00233,INV-880523,2024-08-13,09/12/2024,2024/10/15,South,Referral,Private Practice,ACCT-6426,T. Garcia,Otoscope Kit,Diagnostic,64,159.97,0.5,0.1,5528.56,2789.44,"$2,739.12",php,Wire,Partially Paid,
MD-2602-00080,INV-593393,2026-02-01,02-08-2026,"Feb 22, 2026",Northwest,Distributor,Retail Pharmacy,ACCT-3470,J. Patel,Sterile Drapes,Consumable,48,"1,259.56",$0.10,0.08,58766.03,42077.77,"$16,688.26",USD,Bank Transfer,Paid,
MD-2511-00149,INV-520085,11-21-2025,"Dec 10, 2025",2025-12-31,East,Online,Retail Pharmacy,ACCT-9177,L. Brown,Nebulizer Mask,Accessory,57,2514.51,0,0.0,143327.1,"59,000.31",84326.761,eur,,Ch_rged Back,
MD-2603-00049,INV-910065,03-05-2026,24-Feb-26,02/24/2026,Central,Channel Partner,Hospital,ACCT-3869,T. Garcia,Aspirator Unit,Equipment,38,1133.170,0.50,0.07,23037.3,13783.57,"9,253.78",USD,Credit Card,Partially Paid,typo in region
MD-2404-00058,INV-584498,04/21/2024,2024/05/22,06-25-2024,East,Inside SalEs,Retail Pharmacy,ACCT-4371,L. Brown,PortAble Defibrillator,Capital Equipment,67,847.3,0,0.07,60741.503,35882.135,"$24,859.37",EUR,Invoice,Partially Paid,
MD-2604-00009,INV-333238,04/10/2026,2026/04/13,21-Apr-26,Central,Dist_ibutor,Clinic,ACCT-9346,T. Garcia,,Consumable,101,3369.72,,0.0,272273.38,195817.68,76455.699,USD,Check,RefunDed,
MD-2503-00166,INV-210531,03/24/2025,04-10-2025,2025-04-29,West,Online,Imaging Center,ACCT-6959,K. Johnson,ECG Lead Set,,101,2935.420,0.00,0.09,323160.39,118938.17,204222.222,USD,Invoice,Pending,
MD-2505-00087,INV-606390,"May 31, 2025",05/27/2025,05-31-2025,Northwest,Direct,University,ACCT-5067,L. Brown,Syringe Pump,Capital Equipment,68,3537.0,0.35,0.1,168841.75,119994.3,48847.5,USD,Net 30,Pending,
MD-2501-00082,INV-150290,01-10-2025,2025-02-12,03-18-2025,N_rth,Direct,Private Practice,ACCT-1152,L. Brown,Nebulizer Mask,Accessory,113,3077.9,0.35,0.09,-246415.01,91393.5,155021.56,GBP,Net 30,Paid,
MD-2406-00186,INV-898868,"Jun 10, 2024",2024-06-15,,South,Online,Lab,ACCT-2199,E. Davis,IV Stand,EQuipment,86,4399.2,$0.05,0.1,388170.46,204507.45,"183,663.00",USD,Credit Card,Paid,
MD-2404-00225,INV-493482,13-Apr-24,11/24/2023,2024/05/22,,Distributor,Hospital,ACCT-6681,E. Davis,Specimen container,COnsumable,10,2341.44,,0.05,"$24,585.12",15871.04,"8,714.08",USD,Net 30,Refunded,
MD-2410-00173,INV-567646,2024-10-02,10-25-2024,"Nov 27, 2024",West,Channel Partner,Retail Pharmacy,ACCT-1684,A. Khan,ECG Lead Set,Accessory,32,3665.14,0.00,0.07,125494.39,74587.04,"50,907.35",USD,Wire,Paid,
MD-2408-00180,INV-983825,12-Aug-24,2024-08-16,2024-08-23,East,Direct,Imaging Center,ACCT-3807,N. Ahmed,Sterile Drapes,ConSumable,109.0,2666.970,0.000,0.1,-305234.72,109653.00,"$195,581.72",USD,Net 30,Paid,
MD-2504-00249,INV-718196,"Apr 04, 2025",2025-04-18,05/10/2025,North,Referral,Private Practice,ACCT-2587,S. Chen,Specimen Container,Consumable,38,3639.68,0.00,0.05,"145,223.23",96020.76,49202.47,USD,Net 30,Paid,refund processed
MD-2603-00136,INV-283027,"Mar 02, 2026",03-20-2026,2026-04-10,Northwest,Direct,University,ACCT-4144,M. Rivera,Blood Pressure Cuff,Accessory,19,3075.49,0.35,$0.08,"$41,020.89","21,625.12",19395.76,EUR,Wire,Overdue,
MD-2510-00104,INV-174809,2025-10-08,10/05/2025,05-Oct-25,West,Referral,Government,ACCT-6950,P. Singh,Sterile Drapes,Consumable,-10,3034.54,0.5,0.08,88487.186,"$63,270.76",25216.43,USD,ACH,Paid,
MD-2408-00196,INV-615856,2024-08-13,09-16-2024,25-Oct-24,West,Channe_ Partner,Retail Pharmacy,ACCT-8159,S. Chen,Glucose Meter,Diagnostic,115,"$3,222.84",0.000,0.09,403982.99,251449.4,,gbp,ACH,Overdue,price override
MD-2402-00096,INV-274421,14-Feb-24,02/10/2024,"Feb 16, 2024",Northeast,Direct,Government,ACCT-8723,E. Davis,Infusion Set,Consumable,18,3026.24,0,0.09,59374.829,24530.8,"34,844.00",,Check,Refunded,
MD-2404-00255,INV-688247,12-Apr-24,2024/04/16,30-Apr-24,Southwest,Inside Sales,Clinic,ACCT-1407,T. Garcia,Glucose Meter,Diagnostic,49,"$1,406.45",0.0,0.05,72361.85,55411.9,"$16,949.96",EUR,Invoice,Refunded,
MD-2410-00161,INV-732829,10/18/2024,16-Nov-24,12-18-2024,South,Inside Sales,Government,ACCT-7922,K. Johnson,,Accessory,39.0,2362.17,0.20,0.1,78858.68,58245.5,20613.21,EUR,Bank Transfer,Pending,
MD-2412-00208,INV-877301,08-Dec-24,12-15-2024,"Dec 24, 2024",Southwest,Online,Clinic,ACCT-2971,A. Khan,ECG Lead Set,Accessory,86,77.4,0.35,0.05,4543.58,"2,237.35",2306.23,usd,Wire,Partially Paid,
MD-2506-00047,INV-315379,06-01-2025,"Jun 01, 2025",2025/06/11,South,Direct,Imaging Center,ACCT-6049,A. Khan,Compression Sleeve,Accessory,20,799.8,0.35,0.080,11229.19,"4,491.49","6,737.70",PHP,ACH,Refunded,
MD-2403-00052,INV-799143,"Mar 10, 2024",2024/04/12,05-18-2024,,Channel Partner,GovernmEnt,ACCT-2578,N. Ahmed,Syringe Pump,Capital Equipment,28,2433.450,0.1,0.0,"57,916.11",35657.16,22258.95,PHP,Credit Card,REfunded,refund processed
MD-2504-00157,INV-193387,18-Apr-25,04/18/2025,"Apr 23, 2025",Sou_h,Inside Sales,Lab,ACCT-5361,L. Brown,Infusion Set,Consumable,7,"1,932.16",0.20,0.09,,5447.23,"6,346.68",USD,Wire,Refunded,
MD-2505-00163,INV-241677,2025-05-13,05/20/2025,2025-06-06,North,Direct,Lab,ACCT-9824,S. Chen,Otoscope Kit,Diagnostic,89,3238.170,0.2,,246696.743,95640.16,151056.58,EUR,Credit Card,Refunded,
MD-2407-00117,INV-881828,07-07-2024,07-15-2024,26-Jul-24,East,DistrIbutor,Lab,ACCT-8808,J. Patel,Syringe Pump,Capital Equipment,98.0,"1,537.88",,0.08,,62560.63,67654.741,USD,Credit Card,Refunded,
MD-2507-00276,INV-216941,07-09-2025,2025/08/03,09-01-2025,West,Inside Sales,Retail Pharmacy,ACCT-3892,K. Johnson,Glucose Meter,Diagnostic,39,2737.9,0.50,0.080,57661.23,41532.79,16128.4,GBP,Bank Transfer,Charged Back,
MD-2401-00178,INV-170825,"Jan 27, 2024",02/13/2024,"Mar 10, 2024",East,Inside Sales,Private Practice,ACCT-1991,J. Patel,Sterile Drapes,Consumable,76,933.60,0.00,0.00,70953.600,,27961.0,USD,Invoice,Refunded,duplicate review
MD-2601-00171,INV-803011,2026/01/15,01-23-2026,02-Feb-26,South,Channel Partner,Government,ACCT-2395,S. Chen,Specimen Container,Consumable,50,,0.2,0.1,48224.9,28097.16,"20,127.74",GBP,Invoice,P-rtially Paid,
MD-2602-00046,INV-826420,02/10/2026,2026-02-15,,South,Referral,Government,ACCT-5833,K. Johnson,IV Stand,Equipment,75,3473.2,0.000,0.1,278721.09,"175,896.38",102824.71,USD,Check,Partially Paid,
MD-2412-00256,INV-319387,"Dec 11, 2024",2024/12/08,"Dec 08, 2024",Southeast,Online,Clinic,ACCT-2269,,Sterile Drapes,Consumable,89,2718.72,0.2,0.0,193572.9,"90,069.90",103502.96,USD,ACH,Charged Back,
MD-2401-00089,INV-838857,01-14-2024,02-18-2024,29-Mar-24,Northwest,Referral,Private Practice,ACCT-3847,N. Ahmed,Blood Pressure Cuff,Accessory,,4172.050,0.25,,262839.15,195010.7,67828.5,PHP,Invoice,Charged Back,
MD-2510-00179,INV-993395,"Oct 17, 2025","Oct 17, 2025",19-Oct-25,Northwest,Direct,Hospital,ACCT-4654,S. Chen,Sterile Drapes,Consumable,25,3209.710,0.25,,,42490.60,23107.8,eur,Check,Paid,
MD-2406-00206,INV-619640,06-13-2024,07-13-2024,08/16/2024,Midwest,Inside Sales,Retail Pharmacy,ACCT-1346,J. Patel,Glucose Meter,Diagnostic,-24,4718.26,0.000,0.08,-438232.00,245541.02,192690.97,gbp,Net 30,Charged Back,
MD-2504-00165,INV-309174,04/28/2025,"Apr 26, 2025",2025/05/04,South,Inside Sales,Hospital,ACCT-5273,K. Johnson,Blood Pressure Cuff,Accessory,-5,"3,319.06",0.0,0.1,132629.64,53782.85,78846.79,GBP,Bank Transfer,Partially Paid,
MD-2408-00281,INV-849631,"Aug 16, 2024",09/10/2024,10/11/2024,East,Direct,Hospital,ACCT-2134,K. Johnson,Compression Sleeve,Accessory,59.0,3141.5,0.05,,191928.37,143543.87,"48,384.51",USD,Wire,Paid,
MD-2510-00188,INV-282055,2025-10-01,2025/10/02,10-12-2025,Mi_west,Referral,Univ_rsity,ACCT-9185,M. Rivera,Nebulizer Mask,Accessory,55,590.41,0.050,0.0,30848.92,"15,527.12","15,321.80",PHP,Invoice,Paid,duplicate review
MD-2411-00108,INV-769536,15-Nov-24,11/23/2024,04-Dec-24,North,Direct,Hospital,ACCT-2960,,Patient Monit_r,Capital Equipment,96,4500.4,0.35,0.00,280823.09,128876.59,"$151,946.50",USD,Invoice,Overdue,
MD-2512-00083,INV-801520,2025/12/05,12/23/2025,2026-01-16,Southwest,Referral,Government,ACCT-3862,A. Khan,Portable Defibrillator,Capital Equipment,1,,0.00,0.0,73.04,51.8,21.24,PHP,Invoice,Refunded,
MD-2406-00135,INV-312484,2024/06/23,18-Jul-24,08-14-2024,Northeast,Channel Partner,Lab,ACCT-6496,M. Rivera,ECG Lead Set,Accessory,15,"$2,392.32",$0.50,0.05,18839.52,7105.09,,,Credit Card,Overdue,
MD-2407-00235,INV-920411,2024/07/23,2024-07-30,08/11/2024,Southwest,Referral,Retail Pharmacy,ACCT-8557,,Pulse Oximeter,Accessory,39,2725.2,0.250,0.09,86885.87,37261.01,"$49,624.86",USD,Credit Card,Partially Paid,
MD-2502-00167,INV-188896,23-Feb-25,12-Mar-25,2025/04/07,East,Direct,Hospital,ACCT-9516,L. Brown,Otoscope Kit,Diagnostic,4,2131.07,0,0.09,"9,291.47",7022.177,2269.29,GBP,Wire,Charged Back,
MD-2503-00025,INV-299028,2025-03-31,2025/04/03,2025-04-12,West,DirEct,Lab,ACCT-4394,P. Singh,ECG Lead Set,,88,"1,770.80",0.15,0.00,"132,455.84",69035.99,,usd,Credit Card,Charged Back,
MD-2406-00229,INV-533370,06-23-2024,2024/06/19,06-25-2024,South,Inside Sales,University,ACCT-2504,L. Brown,Wheelchair Scale,Equipment,16,616.67,$0.00,0.1,"10,754.72",7869.81,2884.919,EUR,Bank Transfer,Partially Paid,
MD-2507-00142,INV-143150,02-Jul-25,10-23-2023,07/17/2025,Southeast,Channel Partner,University,ACCT-3663,N. Ahmed,Infusion Set,Consumable,108,,0,0.05,-385836.70,174513.66,211323.033,GBP,Invoice,,
MD-2503-00128,INV-610343,03-03-2025,2025/02/28,03/02/2025,South,Inside Sales,Retail Pharmacy,ACCT-7948,N. Ahmed,Ultrasound Gel,ConsumabLe,18,67.55,0.0,,-123.45,842.8,433.852,PHP,Wire,Overdue,
MD-2405-00181,INV-633320,2024/05/09,05-29-2024,"Jun 28, 2024",Midwest,Online,Imaging Center,ACCT-5396,P. Singh,,Diagnostic,27,3494.310,0.25,0.09,77128.2,29146.38,47981.781,USD,Net 30,Partially-Paid,
MD-2409-00177,INV-176452,"Sep 10, 2024","Sep 04, 2024",2024/09/06,South,Direct,Retail Pharmacy,ACCT-2065,J. Patel,Portable Defibrillator,Capital Equipment,44,3998.090,$0.15,0.09,"162,986.14",112699.7,50286.47,eur,ACH,Overdue,
